user_id,user_paid,user_registered,onboarded,subscription_type,completed_date,onboarding_country,onboarding_heard_from_label,onboarding_goals_label,onboarding_learn_label
505304,Paid,3/19/2023,Onboarded,Annual,3/19/2023,United States of America,Youtube,I want to become a data scientist.,Data analysis and data visualization
505452,Paid,3/19/2023,Onboarded,Annual,3/19/2023,United States of America,Youtube,I want to join an industry-leading company.,Machine and deep learning
505460,Paid,3/19/2023,Onboarded,Monthly,3/19/2023,France,Google,,Introduction to the world of data and data science
505531,Paid,3/19/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
505603,Free,3/20/2023,Not-Onboarded,,,,Multiple_Sources,,
505724,Paid,3/20/2023,Onboarded,Annual,3/20/2023,Canada,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
505730,Paid,3/20/2023,Onboarded,Annual,3/20/2023,India,Multiple_Sources,,Introduction to the world of data and data science
505829,Paid,3/20/2023,Onboarded,Annual,3/20/2023,Egypt,Friend,I want to improve my data skills.,Introduction to the world of data and data science
505876,Free,3/20/2023,Onboarded,,3/20/2023,United Kingdom,Google,Other,Specialized advanced topics
505995,Paid,3/20/2023,Onboarded,Quarterly,3/20/2023,United States of America,Other,,Introduction to the world of data and data science
505998,Paid,3/20/2023,Onboarded,Monthly,3/20/2023,United States of America,Other,Other,Specialized advanced topics
506093,Paid,3/20/2023,Onboarded,Quarterly,3/20/2023,Brazil,Youtube,I want to become a data scientist.,Data analysis and data visualization
506161,Paid,3/20/2023,Onboarded,Annual,3/20/2023,Kenya,Youtube,I want to earn a higher salary.,Business analysis
506207,Paid,3/20/2023,Onboarded,Annual,3/20/2023,Pakistan,Youtube,I want to join an industry-leading company.,Machine and deep learning
506260,Paid,3/20/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
506360,Paid,3/20/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
506506,Paid,3/21/2023,Onboarded,Annual,3/21/2023,Poland,Youtube,I want to become a data scientist.,Data analysis and data visualization
506779,Paid,3/21/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
506888,Paid,3/21/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
506934,Paid,3/21/2023,Onboarded,Monthly,3/21/2023,United States of America,Google,I want to become a data scientist.,Data analysis and data visualization
506959,Paid,3/21/2023,Onboarded,Annual,3/21/2023,India,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
506968,Paid,3/21/2023,Onboarded,Annual,3/21/2023,United States of America,Facebook,I want to become a data scientist.,Data analysis and data visualization
506991,Paid,3/21/2023,Onboarded,Annual,3/21/2023,Vietnam,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
506994,Paid,3/21/2023,Onboarded,Annual,3/21/2023,United States of America,Google,I want to join an industry-leading company.,Machine and deep learning
507008,Paid,3/22/2023,Onboarded,Annual,3/22/2023,Jordan,Linkedin,Other,Specialized advanced topics
507084,Paid,3/22/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
507094,Free,3/22/2023,Not-Onboarded,,,,Multiple_Sources,,
507103,Paid,3/22/2023,Onboarded,Annual,3/22/2023,Egypt,Friend,I want to earn a higher salary.,Business analysis
507142,Paid,3/22/2023,Onboarded,Annual,3/22/2023,Canada,Facebook,I want to join an industry-leading company.,Machine and deep learning
507144,Paid,3/22/2023,Onboarded,Annual,3/22/2023,Germany,Youtube,,Introduction to the world of data and data science
507213,Paid,3/22/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
507224,Paid,3/22/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
507241,Paid,3/23/2023,Onboarded,Annual,3/23/2023,United States of America,Youtube,,Introduction to the world of data and data science
507254,Paid,3/23/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
507294,Paid,3/23/2023,Onboarded,Monthly,3/23/2023,Indonesia,Youtube,,Introduction to the world of data and data science
507302,Paid,3/23/2023,Not-Onboarded,Annual,,,Linkedin,,
507315,Paid,3/23/2023,Onboarded,Annual,3/23/2023,India,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
507387,Paid,3/23/2023,Onboarded,Annual,3/23/2023,Philippines,Youtube,I want to join an industry-leading company.,Machine and deep learning
507395,Paid,3/23/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
507402,Paid,3/23/2023,Onboarded,Annual,3/23/2023,United States of America,Google,,Introduction to the world of data and data science
507411,Paid,3/23/2023,Onboarded,Annual,3/23/2023,United States of America,Google,I want to become a data scientist.,Data analysis and data visualization
507416,Paid,3/23/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
507454,Paid,3/23/2023,Onboarded,Monthly,3/23/2023,Italy,Other,I want to join an industry-leading company.,Machine and deep learning
507469,Free,3/24/2023,Not-Onboarded,,,,Multiple_Sources,,
507499,Paid,3/24/2023,Onboarded,Annual,3/24/2023,Cambodia,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
507553,Paid,3/24/2023,Onboarded,Annual,3/24/2023,United States of America,Other,,Introduction to the world of data and data science
507580,Paid,3/24/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
507605,Paid,3/24/2023,Onboarded,Annual,3/24/2023,United States of America,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
507618,Paid,3/24/2023,Onboarded,Annual,3/24/2023,Poland,Youtube,,Introduction to the world of data and data science
507622,Paid,3/24/2023,Onboarded,Annual,3/24/2023,United States of America,Linkedin,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
507623,Paid,3/24/2023,Onboarded,Annual,3/24/2023,Bangladesh,Youtube,I want to join an industry-leading company.,Machine and deep learning
507646,Paid,3/25/2023,Onboarded,Annual,3/25/2023,United States of America,Youtube,,Introduction to the world of data and data science
507648,Paid,3/25/2023,Not-Onboarded,Annual,,,Friend,,
507729,Paid,3/25/2023,Onboarded,Annual,3/25/2023,Guyana,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
507730,Paid,3/25/2023,Onboarded,Annual,3/25/2023,India,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
507741,Paid,3/25/2023,Onboarded,Annual,3/25/2023,United States of America,Youtube,I want to become a data scientist.,Data analysis and data visualization
507781,Paid,3/25/2023,Onboarded,Annual,3/25/2023,Turkey,Friend,I want to become a data scientist.,Data analysis and data visualization
507801,Paid,3/25/2023,Onboarded,Annual,3/25/2023,Oman,Twitter,I want to improve my data skills.,Introduction to the world of data and data science
507828,Paid,3/26/2023,Onboarded,Annual,3/26/2023,United States of America,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
507874,Paid,3/26/2023,Onboarded,Annual,3/26/2023,Philippines,Facebook,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
507910,Paid,3/26/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
507951,Paid,3/26/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508005,Paid,3/26/2023,Onboarded,Monthly,3/26/2023,South Africa,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
508008,Paid,3/26/2023,Onboarded,Annual,3/26/2023,Saudi Arabia,Friend,I want to earn a higher salary.,Business analysis
508014,Paid,3/27/2023,Onboarded,Annual,3/27/2023,Venezuela (Bolivarian Republic of),Friend,I want to earn a higher salary.,Business analysis
508024,Paid,3/27/2023,Onboarded,Annual,3/27/2023,Nigeria,Friend,I want to join an industry-leading company.,Machine and deep learning
508055,Paid,3/27/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
508066,Paid,3/27/2023,Onboarded,Annual,3/27/2023,India,Friend,,Introduction to the world of data and data science
508080,Paid,3/27/2023,Onboarded,Annual,3/27/2023,India,Friend,I want to become a data scientist.,Data analysis and data visualization
508084,Paid,3/27/2023,Onboarded,Monthly,3/27/2023,Angola,Google,I want to become a data scientist.,Data analysis and data visualization
508094,Paid,3/27/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508102,Paid,3/27/2023,Onboarded,Annual,3/27/2023,Uzbekistan,Youtube,I want to become a data scientist.,Data analysis and data visualization
508114,Paid,3/27/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508115,Free,3/27/2023,Onboarded,,3/27/2023,India,Instagram,I want to become a data scientist.,Data analysis and data visualization
508131,Paid,3/27/2023,Onboarded,Monthly,3/27/2023,United Arab Emirates,Linkedin,I want to become a data scientist.,Data analysis and data visualization
508163,Free,3/27/2023,Onboarded,,3/27/2023,Zimbabwe,Multiple_Sources,,Introduction to the world of data and data science
508174,Paid,3/27/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508175,Paid,3/27/2023,Onboarded,Annual,3/27/2023,Australia,Linkedin,I want to earn a higher salary.,Business analysis
508221,Paid,3/27/2023,Onboarded,Annual,3/27/2023,New Zealand,Instagram,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
508243,Paid,3/28/2023,Onboarded,Annual,6/22/2023,India,Youtube,I want to become a data scientist.,Data analysis and data visualization
508337,Paid,3/28/2023,Onboarded,Annual,3/28/2023,China,Youtube,I want to earn a higher salary.,Business analysis
508361,Paid,3/28/2023,Onboarded,Annual,3/28/2023,Bangladesh,Facebook,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
508364,Paid,3/28/2023,Not-Onboarded,Monthly,,,Friend,,
508384,Paid,3/28/2023,Onboarded,Monthly,3/28/2023,United Kingdom,Google,I want to earn a higher salary.,Business analysis
508408,Paid,3/28/2023,Onboarded,Annual,3/28/2023,India,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
508413,Free,3/28/2023,Not-Onboarded,,,,Multiple_Sources,,
508429,Paid,3/28/2023,Onboarded,Annual,3/28/2023,Egypt,Linkedin,I want to earn a higher salary.,Business analysis
508454,Paid,3/29/2023,Onboarded,Annual,3/29/2023,United States of America,Facebook,I want to become a data scientist.,Data analysis and data visualization
508459,Paid,3/29/2023,Onboarded,Monthly,3/29/2023,India,Google,I want to earn a higher salary.,Business analysis
508469,Paid,3/29/2023,Onboarded,Annual,3/29/2023,Philippines,Linkedin,,Introduction to the world of data and data science
508474,Paid,3/29/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508492,Paid,3/29/2023,Onboarded,Monthly,3/29/2023,India,Google,,Introduction to the world of data and data science
508496,Paid,3/29/2023,Onboarded,Annual,3/29/2023,India,Instagram,,Introduction to the world of data and data science
508507,Paid,3/29/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508534,Paid,3/29/2023,Onboarded,Monthly,3/29/2023,United States of America,Google,I want to improve my data skills.,Introduction to the world of data and data science
508546,Paid,3/29/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508627,Paid,3/29/2023,Onboarded,Quarterly,3/29/2023,Argentina,Other,,Introduction to the world of data and data science
508638,Paid,3/29/2023,Onboarded,Annual,3/29/2023,Egypt,Multiple_Sources,I want to join an industry-leading company.,Machine and deep learning
508647,Paid,3/29/2023,Onboarded,Annual,3/29/2023,South Africa,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
508670,Paid,3/29/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508686,Paid,3/30/2023,Onboarded,Annual,4/2/2023,Colombia,Friend,,Introduction to the world of data and data science
508704,Paid,3/30/2023,Onboarded,Annual,3/30/2023,India,Google,I want to become a data scientist.,Data analysis and data visualization
508752,Paid,3/30/2023,Onboarded,Annual,3/30/2023,Finland,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
508770,Paid,3/30/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508775,Paid,3/30/2023,Onboarded,Monthly,3/30/2023,Sri Lanka,Linkedin,I want to improve my data skills.,Introduction to the world of data and data science
508784,Paid,3/30/2023,Onboarded,Annual,3/30/2023,Egypt,Multiple_Sources,I want to become a data scientist.,Data analysis and data visualization
508809,Paid,3/30/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508810,Paid,3/30/2023,Onboarded,Annual,3/30/2023,India,Linkedin,I want to become a data scientist.,Data analysis and data visualization
508848,Paid,3/30/2023,Onboarded,Annual,3/30/2023,Canada,Google,I want to improve my data skills.,Introduction to the world of data and data science
508849,Paid,3/30/2023,Onboarded,Annual,3/31/2023,United Kingdom,Linkedin,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
508853,Paid,3/30/2023,Onboarded,Annual,3/30/2023,Morocco,Friend,I want to become a data scientist.,Data analysis and data visualization
508867,Paid,3/30/2023,Onboarded,Annual,3/30/2023,Bolivia,Friend,I want to join an industry-leading company.,Machine and deep learning
508874,Free,3/30/2023,Not-Onboarded,,,,Multiple_Sources,,
508880,Paid,3/30/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508881,Paid,3/30/2023,Onboarded,Monthly,3/30/2023,Nigeria,Other,,Introduction to the world of data and data science
508886,Paid,3/30/2023,Onboarded,Annual,3/30/2023,Egypt,Google,I want to join an industry-leading company.,Machine and deep learning
508887,Paid,3/30/2023,Onboarded,Annual,3/30/2023,Ukraine,Instagram,,Introduction to the world of data and data science
508892,Paid,3/30/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
508894,Paid,3/30/2023,Onboarded,Annual,3/30/2023,United States of America,Linkedin,I want to become a data scientist.,Data analysis and data visualization
508901,Paid,3/31/2023,Onboarded,Annual,3/31/2023,United States of America,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
508902,Paid,3/31/2023,Onboarded,Annual,3/31/2023,United States of America,Multiple_Sources,I want to become a data scientist.,Data analysis and data visualization
508903,Paid,3/31/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508905,Paid,3/31/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508917,Paid,3/31/2023,Onboarded,Annual,3/31/2023,India,Friend,I want to become a data scientist.,Data analysis and data visualization
508926,Paid,3/31/2023,Onboarded,Annual,3/31/2023,India,Youtube,I want to become a data scientist.,Data analysis and data visualization
508928,Paid,3/31/2023,Onboarded,Annual,3/31/2023,Vietnam,Multiple_Sources,I want to join an industry-leading company.,Machine and deep learning
508931,Paid,3/31/2023,Onboarded,Annual,3/31/2023,United States of America,Instagram,I want to join an industry-leading company.,Machine and deep learning
508944,Paid,3/31/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
508949,Paid,3/31/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508956,Paid,3/31/2023,Not-Onboarded,Annual,,,Friend,,
508961,Paid,3/31/2023,Onboarded,Annual,3/31/2023,Australia,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
508965,Paid,3/31/2023,Onboarded,Annual,3/31/2023,United States of America,Other,,Introduction to the world of data and data science
508969,Paid,3/31/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508977,Paid,3/31/2023,Onboarded,Annual,3/31/2023,India,Multiple_Sources,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
508978,Paid,3/31/2023,Onboarded,Annual,3/31/2023,Brazil,Friend,I want to improve my data skills.,Introduction to the world of data and data science
508982,Paid,3/31/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508985,Paid,3/31/2023,Onboarded,Annual,3/31/2023,United States of America,Google,,Introduction to the world of data and data science
508990,Paid,3/31/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
508994,Paid,3/31/2023,Onboarded,Annual,3/31/2023,Cambodia,Youtube,I want to join an industry-leading company.,Machine and deep learning
509000,Paid,3/31/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
509005,Paid,3/31/2023,Onboarded,Annual,4/1/2023,India,Friend,,Introduction to the world of data and data science
509016,Paid,3/31/2023,Onboarded,Annual,3/31/2023,Norway,Instagram,,Introduction to the world of data and data science
509017,Paid,3/31/2023,Onboarded,Annual,3/31/2023,United States of America,Youtube,,Introduction to the world of data and data science
509024,Paid,3/31/2023,Onboarded,Monthly,3/31/2023,India,Youtube,,Introduction to the world of data and data science
509032,Paid,3/31/2023,Onboarded,Annual,3/31/2023,United States of America,Other,I want to join an industry-leading company.,Machine and deep learning
509036,Paid,3/31/2023,Onboarded,Annual,3/31/2023,Japan,Youtube,,Introduction to the world of data and data science
509047,Paid,3/31/2023,Onboarded,Monthly,3/31/2023,India,Youtube,I want to earn a higher salary.,Business analysis
509048,Paid,3/31/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
509057,Paid,3/31/2023,Onboarded,Annual,3/31/2023,United States of America,Youtube,,Introduction to the world of data and data science
509061,Paid,3/31/2023,Onboarded,Annual,3/31/2023,Saudi Arabia,Multiple_Sources,,Introduction to the world of data and data science
509082,Paid,3/31/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
509085,Paid,3/31/2023,Onboarded,Annual,3/31/2023,Canada,Linkedin,,Introduction to the world of data and data science
509095,Paid,3/31/2023,Onboarded,Annual,3/31/2023,United States of America,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
509096,Paid,3/31/2023,Onboarded,Annual,3/31/2023,United States of America,Youtube,,Introduction to the world of data and data science
509101,Paid,4/1/2023,Onboarded,Annual,4/1/2023,Australia,Google,,Introduction to the world of data and data science
509103,Paid,4/1/2023,Onboarded,Annual,4/1/2023,Australia,Youtube,I want to join an industry-leading company.,Machine and deep learning
509106,Paid,4/1/2023,Onboarded,Annual,4/1/2023,New Zealand,Other,,Introduction to the world of data and data science
509113,Paid,4/1/2023,Onboarded,Annual,4/1/2023,New Zealand,Friend,,Introduction to the world of data and data science
509193,Paid,4/1/2023,Onboarded,Annual,4/1/2023,India,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
509194,Free,4/1/2023,Onboarded,,4/1/2023,Oman,Google,,Introduction to the world of data and data science
509223,Paid,4/1/2023,Onboarded,Monthly,4/1/2023,United Kingdom,Google,I want to join an industry-leading company.,Machine and deep learning
509270,Paid,4/1/2023,Onboarded,Annual,6/1/2023,India,Youtube,I want to join an industry-leading company.,Machine and deep learning
509278,Paid,4/1/2023,Onboarded,Annual,4/1/2023,India,Google,I want to become a data scientist.,Data analysis and data visualization
509315,Paid,4/2/2023,Onboarded,Monthly,4/2/2023,Panama,Other,I want to become a data scientist.,Data analysis and data visualization
509325,Paid,4/2/2023,Onboarded,Quarterly,4/2/2023,Vietnam,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
509366,Paid,4/2/2023,Onboarded,Annual,4/2/2023,Australia,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
509499,Paid,4/2/2023,Onboarded,Annual,4/2/2023,United States of America,Google,I want to become a data scientist.,Data analysis and data visualization
509511,Paid,4/2/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
509526,Paid,4/2/2023,Onboarded,Annual,4/2/2023,Egypt,Multiple_Sources,I want to become a data scientist.,Data analysis and data visualization
509557,Free,4/3/2023,Onboarded,,4/3/2023,United States of America,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
509573,Paid,4/3/2023,Onboarded,Monthly,4/3/2023,Egypt,Linkedin,I want to earn a higher salary.,Business analysis
509667,Paid,4/3/2023,Onboarded,Annual,4/3/2023,Australia,Friend,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
509720,Paid,4/3/2023,Onboarded,Monthly,4/3/2023,Bangladesh,Facebook,I want to become a data scientist.,Data analysis and data visualization
509757,Paid,4/3/2023,Onboarded,Monthly,4/3/2023,United Kingdom,Youtube,,Introduction to the world of data and data science
509817,Paid,4/4/2023,Onboarded,Annual,4/4/2023,Norway,Google,I want to become a data scientist.,Data analysis and data visualization
509828,Paid,4/4/2023,Onboarded,Annual,4/4/2023,Indonesia,Multiple_Sources,I want to improve my data skills.,Introduction to the world of data and data science
510083,Paid,4/4/2023,Onboarded,Annual,4/4/2023,Brazil,Youtube,I want to earn a higher salary.,Business analysis
510085,Paid,4/4/2023,Onboarded,Annual,4/4/2023,India,Friend,I want to become a data scientist.,Data analysis and data visualization
510089,Paid,4/4/2023,Onboarded,Monthly,4/4/2023,Jamaica,Google,I want to become a data scientist.,Data analysis and data visualization
510150,Paid,4/5/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
510156,Paid,4/5/2023,Onboarded,Annual,4/5/2023,Ecuador,Facebook,,Introduction to the world of data and data science
510157,Free,4/5/2023,Not-Onboarded,,,,Multiple_Sources,,
510182,Paid,4/5/2023,Onboarded,Annual,4/7/2023,Indonesia,Google,I want to join an industry-leading company.,Machine and deep learning
510230,Paid,4/5/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
510235,Paid,4/5/2023,Onboarded,Monthly,4/5/2023,United States of America,Other,I want to become a data scientist.,Data analysis and data visualization
510320,Paid,4/5/2023,Onboarded,Annual,4/5/2023,United Kingdom,Instagram,,Introduction to the world of data and data science
510323,Paid,4/5/2023,Onboarded,Monthly,4/5/2023,France,Instagram,I want to become a data scientist.,Data analysis and data visualization
510346,Paid,4/5/2023,Onboarded,Monthly,4/5/2023,Pakistan,Facebook,I want to become a data scientist.,Data analysis and data visualization
510355,Paid,4/5/2023,Onboarded,Annual,4/5/2023,Portugal,Instagram,I want to become a data scientist.,Data analysis and data visualization
510366,Paid,4/5/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
510381,Paid,4/6/2023,Onboarded,Monthly,4/6/2023,United States of America,Linkedin,I want to become a data scientist.,Data analysis and data visualization
510385,Paid,4/6/2023,Onboarded,Annual,4/6/2023,United States of America,Other,I want to improve my data skills.,Introduction to the world of data and data science
510420,Paid,4/6/2023,Onboarded,Annual,4/6/2023,United States of America,Youtube,I want to earn a higher salary.,Business analysis
510421,Paid,4/6/2023,Onboarded,Monthly,4/6/2023,India,Multiple_Sources,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
510624,Paid,4/6/2023,Onboarded,Annual,4/6/2023,Saudi Arabia,Friend,I want to join an industry-leading company.,Machine and deep learning
510718,Paid,4/7/2023,Onboarded,Annual,4/7/2023,Morocco,Youtube,I want to become a data scientist.,Data analysis and data visualization
510772,Paid,4/7/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
510822,Paid,4/7/2023,Onboarded,Annual,4/7/2023,India,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
510824,Paid,4/7/2023,Onboarded,Monthly,4/7/2023,India,Instagram,I want to earn a higher salary.,Business analysis
510878,Paid,4/7/2023,Onboarded,Annual,4/7/2023,United States of America,Instagram,I want to join an industry-leading company.,Machine and deep learning
510922,Paid,4/7/2023,Onboarded,Monthly,4/7/2023,Saudi Arabia,Youtube,I want to earn a higher salary.,Business analysis
510987,Paid,4/7/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
510999,Paid,4/7/2023,Onboarded,Monthly,4/7/2023,India,Youtube,I want to join an industry-leading company.,Machine and deep learning
511055,Paid,4/7/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
511124,Paid,4/8/2023,Onboarded,Monthly,4/8/2023,India,Instagram,,Introduction to the world of data and data science
511127,Paid,4/8/2023,Onboarded,Monthly,4/8/2023,India,Linkedin,Other,Specialized advanced topics
511257,Paid,4/8/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
511457,Paid,4/9/2023,Onboarded,Monthly,4/9/2023,India,Instagram,,Introduction to the world of data and data science
511533,Paid,4/9/2023,Onboarded,Annual,4/11/2023,India,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
511607,Paid,4/9/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
511621,Paid,4/9/2023,Onboarded,Annual,4/9/2023,United States of America,Youtube,I want to become a data scientist.,Data analysis and data visualization
511629,Paid,4/9/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
511637,Paid,4/9/2023,Onboarded,Monthly,4/9/2023,India,Google,,Introduction to the world of data and data science
511660,Paid,4/10/2023,Onboarded,Annual,4/10/2023,Brazil,Youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
511709,Paid,4/10/2023,Onboarded,Monthly,4/10/2023,United States of America,Youtube,I want to join an industry-leading company.,Machine and deep learning
511727,Paid,4/10/2023,Not-Onboarded,Quarterly,,,Multiple_Sources,,
511769,Paid,4/10/2023,Onboarded,Monthly,4/10/2023,Iraq,Youtube,,Introduction to the world of data and data science
511796,Paid,4/10/2023,Onboarded,Monthly,4/10/2023,India,Youtube,,Introduction to the world of data and data science
511826,Free,4/10/2023,Not-Onboarded,,,,Multiple_Sources,,
511851,Paid,4/10/2023,Onboarded,Annual,4/10/2023,Canada,Youtube,I want to become a data scientist.,Data analysis and data visualization
511853,Paid,4/10/2023,Onboarded,Monthly,4/10/2023,India,Youtube,,Introduction to the world of data and data science
511865,Paid,4/10/2023,Onboarded,Monthly,4/10/2023,France,Other,I want to become a data scientist.,Data analysis and data visualization
511876,Paid,4/10/2023,Onboarded,Monthly,4/10/2023,India,Instagram,I want to earn a higher salary.,Business analysis
511890,Paid,4/10/2023,Onboarded,Monthly,4/10/2023,Philippines,Youtube,I want to become a data scientist.,Data analysis and data visualization
511891,Paid,4/10/2023,Onboarded,Annual,4/10/2023,India,Youtube,,Introduction to the world of data and data science
511896,Paid,4/10/2023,Onboarded,Monthly,4/10/2023,Cameroon,Facebook,,Introduction to the world of data and data science
511930,Paid,4/10/2023,Not-Onboarded,Monthly,,,Multiple_Sources,,
511932,Paid,4/10/2023,Onboarded,Monthly,4/10/2023,New Zealand,Youtube,,Introduction to the world of data and data science
511993,Paid,4/11/2023,Onboarded,Annual,4/11/2023,Spain,Instagram,,Introduction to the world of data and data science
511994,Paid,4/11/2023,Onboarded,Annual,4/11/2023,United States of America,Youtube,I want to improve my data skills.,Introduction to the world of data and data science
512057,Paid,4/11/2023,Onboarded,Annual,4/11/2023,India,Linkedin,,Introduction to the world of data and data science
512066,Paid,4/11/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
512067,Paid,4/11/2023,Onboarded,Monthly,4/11/2023,Cambodia,Friend,,Introduction to the world of data and data science
512213,Free,4/11/2023,Onboarded,,4/11/2023,United States of America,Other,,Introduction to the world of data and data science
512218,Paid,4/11/2023,Onboarded,Annual,4/11/2023,India,Youtube,,Introduction to the world of data and data science
512220,Paid,4/11/2023,Onboarded,Monthly,4/11/2023,Ukraine,Google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
512407,Paid,4/12/2023,Onboarded,Monthly,4/12/2023,Poland,Google,I want to join an industry-leading company.,Machine and deep learning
512517,Paid,4/12/2023,Onboarded,Monthly,4/12/2023,United States of America,Other,,Introduction to the world of data and data science
512619,Paid,4/12/2023,Onboarded,Monthly,4/12/2023,Italy,Google,I want to improve my data skills.,Introduction to the world of data and data science
512620,Paid,4/12/2023,Onboarded,Annual,4/12/2023,United States of America,Other,,Introduction to the world of data and data science
512646,Paid,4/12/2023,Onboarded,Monthly,4/12/2023,India,Youtube,I want to join an industry-leading company.,Machine and deep learning
512714,Paid,4/13/2023,Onboarded,Annual,4/13/2023,Egypt,Facebook,,Introduction to the world of data and data science
512755,Paid,4/13/2023,Onboarded,Annual,4/13/2023,Nigeria,Facebook,I want to earn a higher salary.,Business analysis
512834,Paid,4/13/2023,Onboarded,Annual,4/13/2023,United Kingdom,Google,,Introduction to the world of data and data science
512856,Paid,4/13/2023,Onboarded,Annual,4/13/2023,France,Linkedin,,Introduction to the world of data and data science
512861,Free,4/13/2023,Onboarded,,4/13/2023,United States of America,Google,I want to join an industry-leading company.,Machine and deep learning
512870,Paid,4/13/2023,Onboarded,Annual,4/13/2023,United States of America,Youtube,,Introduction to the world of data and data science
513093,Paid,4/14/2023,Not-Onboarded,Annual,,,Multiple_Sources,,
